3091,MM_BRINARANEA,Brinaranea,Brinaranea,165,81650000,1,0,0,3,8255,197,264,177,135,135,12,72,220,91,10,12,2,6,61,0x6280000,200,1020,500,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27324,1
3092,MM_MUSPELLSKOLL,Muspellskoll,Muspellskoll,165,55620000,1,0,0,3,9672,98,211,140,202,119,6,45,275,71,10,12,2,6,63,0x6280000,200,608,408,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27325,1
3096,MM_MOROCC_KID,Reincarnated Morroc,Reincarnated Morroc,175,80000000,0,1000000,1000000,0,4980,5189,158,134,90,122,7,87,287,36,10,12,0,6,66,0x2003695,150,800,500,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3098,MM_MOROCC_ORIGIN,Origin of Morroc,Origin of Morroc,170,6516000,0,0,0,0,5296,6620,351,96,195,175,50,216,355,70,10,12,2,6,87,0x2003695,120,412,412,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3099,MM_MOROCC_REST,Repose of Morroc,Repose of Morroc,170,2900000,0,0,0,0,3960,4950,264,64,147,132,38,162,267,53,10,12,2,6,87,0x2003695,140,512,512,350,0,0,0,0,0,0,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140,MG_WRAITH_H,Resentmented Maid,Resentmented Maid,163,200336,1,13998,18474,1,1777,2576,80,200,16,26,30,115,79,5,10,12,2,1,89,0x3695,300,1816,576,240,0,0,0,0,0,0,0,0,0,0,0,6609,1000,6610,1000,6608,20,2206,100,731,100,747,500,0,0,0,0
3141,MG_GHOUL_H,Suffering Chamberlain,Suffering Chamberlain,162,416200,1,14222,18772,1,4994,7366,30,30,88,44,88,21,95,44,10,12,1,1,49,0x3885,250,2456,912,504,0,0,0,0,0,0,0,0,0,6755,70,6609,1000,6610,1000,6608,100,756,100,2609,100,7751,1000,0,0,0,0
3142,MG_ARCLOUSE_H,Muck Worm,Muck Worm,167,161622,1,100,100,1,2216,3213,121,36,60,103,45,35,172,15,10,12,1,4,42,0x2003095,100,960,500,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3143,MG_RAYDRIC_H,Corrupted Guard,Corrupted Guard,165,368160,1,16306,7638,1,5391,7924,89,15,159,87,66,33,106,27,10,12,2,7,47,0x3095,150,824,780,420,0,0,0,0,0,0,0,0,0,0,0,6609,1000,6610,1000,6608,20,7054,3000,985,50,2316,200,0,0,0,0
3144,MG_RAYDRIC_ARCHER_H,Wandering Ranger,Wandering Ranger,166,288740,1,14248,10314,9,6444,9557,63,40,53,24,40,15,156,30,10,12,1,6,47,0x2002085,200,1152,1152,480,0,0,0,0,0,0,0,0,0,0,0,6609,1000,6610,1000,6608,20,7054,3000,985,50,2330,200,0,0,0,0
3145,MG_KNIGHT_OF_ABYSS_H,Fallen White Knight,Fallen White Knight,172,451578,1,18584,18232,1,5413,7973,102,50,121,55,99,70,126,37,10,12,2,7,87,0x3695,300,1500,500,1000,0,0,0,0,0,0,0,0,0,6755,70,6609,2000,6610,2000,6608,20,1064,5000,1004,10,2341,200,0,0,0,0
3146,MG_KHALITZBURG_H,Complaining Khalitzburg,Complaining Khalitzburg,173,473702,1,17542,16128,1,4774,7014,125,10,121,142,55,81,105,32,10,12,2,1,29,0x3695,350,528,1000,396,0,0,0,0,0,0,0,0,0,0,0,6609,2000,6610,2000,6755,70,985,50,1004,10,1110,300,0,0,0,0
3147,MG_BLOODY_KNIGHT_H,Cursed Knight,Cursed Knight,173,493502,1,20448,24070,3,3314,4819,122,300,132,55,89,151,137,45,10,12,2,0,87,0x3695,250,828,528,192,0,0,0,0,0,0,0,0,0,0,0,6609,2000,6610,2000,6755,70,7054,5000,1160,100,1157,100,0,0,0,0
3148,MG_M_UNDEAD_KNIGHT_H,Agony Of Royal Knight,Agony Of Royal Knight,175,1900070,1,160018,148702,2,5653,8310,80,150,165,82,110,122,164,52,14,16,2,7,80,0x6203695,170,140,384,288,0,0,0,0,0,0,0,0,0,6755,70,6609,5000,6610,5000,6608,20,1191,10,1163,100,1463,200,0,0,4605,1
3149,MG_F_UNDEAD_KNIGHT_H,Grudge Of Royal Knight,Grudge Of Royal Knight,175,1969020,1,159672,132436,2,5274,7746,80,180,155,88,110,135,154,59,14,16,2,7,80,0x6203695,170,140,384,288,0,0,0,0,0,0,0,0,0,0,0,6755,70,6609,5000,6610,5000,6608,20,1163,100,1145,50,0,0,4606,1
3150,MG_AMDARAIS_H,Realized Amdarias,Realized Amdarias,180,42900000,1,1291320,1416730,2,8899,13131,30,40,255,39,90,166,169,20,10,12,2,1,89,0x6283695,200,1152,1152,576,472831,12246,5000,617,10000,607,10000,0,0,0,0,0,0,0,0,6755,1000,6607,5000,1186,1000,1004,10000,20432,40,4602,1
3151,MG_CORRUPTION_ROOT_H,Realized Root of Corruption,Realized Root of Corruption,180,18200000,1,1449977,1904239,3,3460,5015,333,333,201,20,90,201,201,20,14,12,2,6,42,0x6280084,170,854,2016,480,449997,607,5500,616,5000,617,10000,0,0,0,0,0,0,0,0,6755,1000,6607,5000,2854,1000,7566,10000,0,0,4604,1
3384,MIN_PORING,Infinite Poring,Infinite Poring,100,25000,1,27,20,1,8,9,2,5,6,1,1,0,6,5,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,512,150,619,20,0,0,0,0,4001,1
3385,MIN_LUNATIC,Infinite Lunatic,Infinite Lunatic,100,25000,1,36,27,1,11,12,18,0,10,3,3,0,8,5,10,12,0,2,60,0x81,200,1456,456,336,0,0,0,0,0,0,0,705,6500,949,1000,2262,4,0,0,601,500,515,1100,622,20,0,0,0,0,4006,1
3386,MIN_FABRE,Infinite Fabre,Infinite Fabre,100,25000,1,54,41,1,12,15,24,0,12,5,5,5,12,5,10,12,0,4,22,0x2000081,400,1672,672,480,0,0,0,0,0,0,0,914,6500,949,500,1502,80,721,5,511,700,705,1000,1501,200,0,0,0,0,4002,1
3387,MIN_PICKY,Infinite Picky,Infinite Picky,100,25000,1,63,47,1,18,19,21,3,14,9,10,0,10,3,10,12,0,2,23,0x81,200,988,288,168,0,0,0,0,0,0,0,916,9000,949,700,2302,150,507,550,519,300,715,50,0,0,0,0,0,0,4008,1
3388,MIN_CONDOR,Infinite Condor,Infinite Condor,100,25000,1,81,60,1,14,20,7,5,14,7,6,0,13,5,10,12,1,2,24,0x1081,150,1148,648,480,0,0,0,0,0,0,0,917,9000,1702,150,715,80,1750,5500,517,400,916,2000,582,600,0,0,0,0,4015,1
3389,MIN_WILOW,Infinite Willow,Infinite Willow,100,25000,1,63,47,1,13,18,38,2,13,3,8,5,12,5,10,12,1,3,22,0x81,200,1672,672,432,0,0,0,0,0,0,0,902,9000,1019,100,907,1500,516,700,1068,3500,1067,2000,1066,1000,0,0,0,0,4010,1
3390,MIN_SPORE,Infinite Spore,Infinite Spore,100,25000,1,117,87,1,25,33,12,10,15,5,10,0,12,0,10,12,1,3,21,0x81,200,1872,672,288,0,0,0,0,0,0,0,921,9000,507,800,510,50,743,10,2220,40,7033,5,578,600,0,0,0,0,4022,1
3391,MIN_POPORING,Infinite Poporing,Infinite Poporing,100,25000,1,198,224,1,74,94,36,17,17,26,20,18,36,5,10,12,1,3,25,0x83,300,1672,672,480,0,0,0,0,0,0,0,938,5500,910,1500,511,500,514,200,512,5,1207,5,512,250,0,0,0,0,4033,1
3392,MIN_SMOKIE,Infinite Smokie,Infinite Smokie,100,25000,1,180,203,1,70,81,26,0,16,34,16,5,27,5,10,12,0,2,22,0x91,200,1576,576,420,0,0,0,0,0,0,0,945,5500,919,5500,516,800,2213,1,754,2,912,5,729,2,0,0,0,0,4044,1
3393,MIN_DOKEBI,Infinite Dokebi,Infinite Dokebi,100,25000,1,675,759,1,317,347,85,20,52,56,35,20,60,25,10,12,0,6,27,0x2000091,250,1156,456,384,0,0,0,0,0,0,0,1021,9000,757,150,1517,2,1613,1,969,1,1501,300,1005,5,0,0,0,0,4098,1
3394,MIN_BIGFOOT,Infinite Bigfoot,Infinite Bigfoot,100,25000,1,180,203,1,50,62,55,7,18,4,7,0,12,0,10,12,2,2,22,0x91,300,1260,192,192,0,0,0,0,0,0,0,948,9000,2289,5,919,5000,740,80,516,1500,518,450,756,43,0,0,0,0,4074,1
3395,MIN_WORM_TAIL,Infinite WormTail,Infinite WormTail,100,25000,1,117,87,1,22,27,16,0,10,6,14,5,12,35,10,12,1,3,22,0x91,200,1048,48,192,0,0,0,0,0,0,0,993,60,1011,25,906,5500,1408,30,508,70,721,5,10015,100,0,0,0,0,4034,1
3396,MIN_WOLF,Infinite Wolf,Infinite Wolf,100,25000,1,342,386,1,80,91,55,3,27,24,30,15,33,5,10,12,1,2,22,0x1089,200,1054,504,432,0,0,0,0,0,0,0,1011,20,920,9000,2308,10,517,650,528,1050,919,5500,578,600,0,0,0,0,4029,1
3397,MIN_SNAKE,Infinite Boa,Infinite Boa,100,25000,1,117,87,1,23,28,9,8,10,8,18,10,14,15,10,12,1,2,22,0x81,200,1576,576,576,0,0,0,0,0,0,0,926,9000,1117,15,507,900,1011,35,937,800,954,1,578,600,0,0,0,0,4037,1
3398,MIN_ANACONDAQ,Infinite Anacondaq,Infinite Anacondaq,100,25000,1,1602,1202,1,388,443,92,0,79,46,28,43,56,25,10,12,1,2,25,0x91,200,1576,576,576,0,0,0,0,0,0,0,6247,200,937,9000,0,0,926,1500,936,200,508,150,756,50,0,0,0,0,4062,1
3399,MIN_MARIN,Infinite Marin,Infinite Marin,100,25000,1,282,317,1,69,83,32,8,24,5,10,5,30,15,10,12,1,3,41,0x83,400,1872,672,480,0,0,0,0,0,0,0,910,3200,938,1500,700,100,720,40,510,75,529,350,5035,1,0,0,0,0,4196,1
3400,MIN_MUKA,Infinite Muka,Infinite Muka,100,25000,1,144,162,1,66,75,28,0,18,9,28,5,43,5,10,12,2,3,22,0x81,300,1960,960,384,0,0,0,0,0,0,0,993,70,952,9000,713,2000,511,400,507,1000,1451,50,1002,250,0,0,0,0,4036,1
3401,MIN_PECOPECO,Infinite Peco,Infinite Peco,100,25000,1,162,183,1,76,83,48,0,21,10,13,5,28,5,10,12,2,2,23,0x1089,200,1564,864,576,0,0,0,0,0,0,0,925,9000,2402,20,508,200,507,900,1604,100,0,0,582,1000,0,0,0,0,4031,1
3402,MIN_DENIRO,Infinite Deniro,Infinite Deniro,100,25000,1,207,233,1,45,61,52,16,15,16,30,10,23,15,10,12,0,4,22,0x2001081,150,1288,288,576,0,0,0,0,0,0,0,955,9000,910,3000,938,1200,990,50,1001,8,1002,450,757,34,0,0,0,0,4043,1
3403,MIN_PIERE,Infinite Piere,Infinite Piere,100,25000,1,216,243,1,47,67,57,16,19,19,36,8,27,15,10,12,0,4,22,0x2001081,200,1288,288,576,0,0,0,0,0,0,0,955,9000,910,1100,938,600,992,30,1001,5,1002,400,757,31,0,0,0,0,4043,1
3404,MIN_ANDRE,Infinite Andre,Infinite Andre,100,25000,1,216,243,1,51,72,55,16,11,20,40,10,24,10,10,12,0,4,22,0x2001081,300,1288,288,384,0,0,0,0,0,0,0,955,9000,910,1000,938,500,993,50,1001,4,1002,350,757,28,0,0,0,0,4043,1
3405,MIN_GOLEM,Infinite Golem,Infinite Golem,100,25000,1,540,608,1,198,223,190,12,70,27,67,5,31,5,10,12,2,0,60,0x91,300,1608,816,396,0,0,0,0,0,0,0,999,150,953,9000,912,220,757,70,2146,5,715,200,998,350,0,0,0,0,4072,1
3406,MIN_SCORPION,Infinite Scorpion,Infinite Scorpion,100,25000,1,108,81,1,33,40,16,5,12,15,10,5,19,5,10,12,0,4,23,0x2003091,200,1564,864,576,0,0,0,0,0,0,0,990,70,904,5500,757,57,943,210,7041,100,508,200,625,20,0,0,0,0,4068,1
3407,MIN_CHONCHON,Infinite Chonchon,Infinite Chonchon,100,25000,1,45,36,1,11,14,27,0,13,4,4,0,8,5,10,12,0,4,24,0x2000081,200,1076,576,480,0,0,0,0,0,0,0,998,50,935,6500,909,1500,1205,55,601,100,742,5,1002,150,0,0,0,0,4009,1
3408,MIN_METALLER,Infinite Metaller,Infinite Metaller,100,25000,1,450,507,1,187,228,72,12,52,24,10,0,47,31,10,12,1,4,23,0x200108B,200,1708,1008,540,0,0,0,0,0,0,0,990,60,940,6500,911,400,757,49,707,20,935,3000,1914,10,0,0,0,0,4057,1
3409,MIN_SAND_MAN,Infinite Sandman,Infinite Sandman,100,25000,1,626,705,1,156,212,126,24,44,8,55,15,31,25,10,12,1,0,62,0x3885,250,1672,720,288,0,0,0,0,0,0,0,997,35,1056,5335,757,118,7043,350,1001,200,1257,1,1622,5,0,0,0,0,4101,1
3410,MIN_RAGGLER,Infinite Raggler,Infinite Raggler,100,25000,1,369,414,1,72,111,56,10,30,42,38,15,54,27,10,12,0,2,24,0x3695,200,1000,900,384,0,0,0,0,0,0,0,7053,3000,916,5000,645,200,514,200,992,90,2225,7,756,32,0,0,0,0,4186,1
3411,MIN_DRAGON_TAIL,Infinite Dragon Tail,Infinite Dragon Tail,100,25000,1,1264,1422,1,182,217,63,25,61,65,35,40,52,20,10,12,1,4,44,0x2003695,175,862,534,312,0,0,0,0,0,0,0,7064,4413,1096,400,943,800,2207,8,2226,2,601,300,602,150,0,0,0,0,4178,1
3412,MIN_GREEN_IGUANA,Infinite Green Iguana,Infinite Green Iguana,100,25000,1,486,548,1,139,174,96,18,58,42,22,5,45,17,10,12,1,2,42,0x83,200,1152,1152,480,0,0,0,0,0,0,0,521,1500,903,1000,520,1000,511,1000,528,2000,606,10,6264,500,0,0,0,0,4377,1
3413,MIN_SEE_OTTER,Infinite Sea Otter,Infinite Sea Otter,100,25000,1,428,480,1,83,125,31,18,32,26,33,26,41,28,10,12,1,2,61,0x3885,190,1132,583,532,0,0,0,0,0,0,0,722,150,965,5500,7065,4365,725,50,726,50,746,650,7053,1200,0,0,0,0,4326,1
3414,MIN_GALAPAGO,Infinite Galapago,Infinite Galapago,100,25000,1,342,386,1,68,103,70,16,30,28,29,18,30,16,10,12,0,2,22,0x108B,165,1430,1080,1080,0,0,0,0,0,0,0,7053,5335,6263,500,508,3500,606,100,6264,500,5111,1,582,1000,0,0,0,0,4152,1
3415,MIN_FUR_SEAL,Infinite Seal,Infinite Seal,100,25000,1,360,405,1,87,127,42,16,37,40,30,39,35,19,10,12,1,2,21,0x3885,200,1612,622,583,0,0,0,0,0,0,0,912,4365,510,250,2310,5,7053,1200,1452,1,525,200,746,120,0,0,0,0,4312,1
3416,MIN_ALLIGATOR,Infinite Alligator,Infinite Alligator,100,25000,1,486,548,1,150,187,62,30,47,48,24,15,36,26,10,12,1,2,21,0x91,200,1100,900,480,0,0,0,0,0,0,0,912,1000,1099,600,7003,2000,608,50,0,0,0,0,756,129,0,0,0,0,4252,1
3417,MIN_MEGALODON,Infinite Megalodon,Infinite Megalodon,100,25000,1,342,386,1,117,149,52,28,35,24,30,28,29,15,10,12,1,1,29,0x81,200,2492,792,432,0,0,0,0,0,0,0,959,5500,932,1500,510,80,717,120,719,10,603,2,624,20,0,0,0,0,4067,1
3418,MIN_TRI_JOINT,Infinite Tri Joint,Infinite Tri Joint,100,25000,1,347,297,1,278,306,22,5,1,33,24,10,55,20,10,12,0,4,22,0x2003695,200,860,660,624,0,0,0,0,0,0,0,7053,100,943,380,606,200,993,160,1001,140,0,0,757,106,0,0,0,0,4308,1
3419,MIN_MEGALITH,Infinite Megalith,Infinite Megalith,100,25000,1,594,669,9,116,146,66,18,57,14,35,10,90,3,10,12,2,0,80,0x84,200,1332,1332,672,0,0,0,0,0,0,0,912,100,7049,1000,617,1,0,0,0,0,985,61,757,207,0,0,0,0,4200,1
3420,MIN_DRYAD,Infinite Dryad,Infinite Dryad,100,25000,1,837,939,3,266,301,153,8,54,14,40,35,67,10,10,12,1,3,82,0x3885,170,950,2520,576,0,0,0,0,0,0,0,7197,5335,7198,1000,7188,3000,6265,500,1964,1,7939,100,7100,3000,0,0,0,0,4177,1
3421,MIN_TOAD,Infinite Toad,Infinite Toad,100,900000,1,162,183,1,70,89,24,6,32,19,27,10,24,5,10,12,1,5,21,0x6203695,200,1236,336,432,0,0,0,0,0,0,0,2244,50,518,2000,729,1000,7938,500,970,100,971,100,5125,1000,6905,10000,0,0,4642,1
3422,MIN_VAGABOND_WOLF,Infinite Vagabond Wolf,Infinite Vagabond Wolf,100,900000,1422,2601,1,399,445,60,102,51,72,63,55,29,90,15,10,12,1,2,22,0x6203695,150,1048,648,432,0,0,0,0,0,0,0,2248,200,920,8000,728,1500,1148,100,2521,1000,7938,500,626,50,6905,10000,0,0,4643,1
3423,MIN_VOCAL,Infinite Vocal,Infinite Vocal,100,900000,1,99,79,1,71,82,77,26,77,26,26,30,53,40,10,12,1,4,22,0x2003695,200,1080,648,480,0,0,0,0,0,0,0,2247,50,940,8000,721,1000,752,1500,2420,1000,7938,500,1917,10,6905,10000,0,0,4644,1
3424,MIN_ECLIPSE,Infinite Eclipse,Infinite Eclipse,100,900000,207,233,1,60,80,50,20,20,28,35,17,27,5,5,10,12,1,2,60,0x6203695,200,1456,456,336,0,0,0,0,0,0,0,2250,200,507,8000,727,1200,7938,500,706,30,622,50,2355,1000,6905,10000,0,0,4645,1
3425,MIN_CHIMERA,Infinite Chimera,Infinite Chimera,100,900000,1,5168,4698,1,980,1128,159,10,1,38,110,88,83,85,10,12,2,2,63,0x6203695,200,772,672,360,0,0,0,0,0,0,0,7054,5335,1048,2500,568,1000,1306,1,7295,1500,1364,1,984,160,6905,10000,0,0,4646,1
3426,MIN_EDDGA,Infinite Eddga,Infinite Eddga,100,1850000,1000000,198000,148500,1,866,1342,166,70,92,80,103,66,90,85,10,12,2,2,23,0x6283695,300,872,1344,432,99000,1029,5000,1030,1000,994,3000,1133,150,2268,250,518,10000,1258,500,1030,250,985,2300,13046,100,6905,10000,0,0,4648,1
3427,MIN_OSIRIS,Infinite Osiris,Infinite Osiris,100,2850000,2000000,245520,200880,1,1580,2483,172,164,97,99,86,131,145,67,10,12,1,1,89,0x6283695,100,1072,672,384,122760,603,4000,608,3000,751,500,617,2000,1232,150,2235,200,1255,600,1009,1000,5053,150,1285,100,6905,10000,0,0,4647,1
3428,MIN_PHREEONI,Infinite Phreeoni,Infinite Phreeoni,100,4750000,4000000,116000,180000,1,630,1597,269,98,88,70,112,87,102,71,10,12,2,2,60,0x6283695,200,1020,1020,288,58000,1008,500,730,1000,1000,4000,1015,9700,1223,500,1236,150,1014,5000,2288,300,985,2900,13047,100,6905,10000,0,0,4649,1
3429,MIN_ORK_HERO,Infinite Orc Hero,Infinite Orc Hero,100,6650000,6000000,106920,97200,1,662,1103,197,70,97,82,107,71,144,43,10,12,2,7,42,0x6283695,150,1678,780,648,53460,725,2000,607,1500,999,5000,968,9700,10018,500,1366,150,2106,250,1124,1000,985,4559,1387,100,6905,10000,0,0,4650,1
